,comm_1
163,1283104701496594432
164,191963043
165,613783778
166,1345769429951508486
167,953615537107537921
168,1241628280538763266
169,917782406446354435
170,4857717383
171,839947911047819265
172,1230229846552465410
173,167939347
174,910956876686381058
175,886733270230216706
176,131208277
177,959033548379508736
178,2389817672
179,1146768235
180,153927370
181,719647313241731073
182,382582233
183,4874995306
184,1124939622
185,159465248
186,367933714
187,2601817933
188,148829823
189,125077217
190,165342631
191,3397285300
192,1208173573698920449
193,1170359442686259201
194,4289437241
195,149762941
196,831707150938431489
197,254146487
198,1363179612
199,1254587900290895872
200,192749554
201,1275313464718823424
202,1238899033093128196
203,897797321597046785
204,151925423
205,891804290737737728
206,1187868912454717440
207,28631631
208,262127099
209,1268528063941349377
210,1049669440902782976
211,1190391676822573058
212,342771627
213,713923104989388800
214,1005621888
215,2968944550
216,139058257
217,139770179
218,1098564762521255936
219,197776311
220,830420891091759105
221,4160276589
222,212810052
223,4915383249
224,3099190497
225,2936992948
226,1140816715930099712
227,844027202173898752
228,888917884663197696
229,1260373554421432328
230,468166131
231,2954087331
232,130979339
233,131329344
234,2826122264
235,273180114
236,226561190
237,36005149
238,1107297680215207936
239,1032043587247243265
240,976699508
241,556502838
242,179673885
243,234854149
244,160062469
245,319594285
246,2567927971
247,743153532438745088
248,4078975647
249,3419991129
250,227861707
251,164871823
252,18735088
253,1304524314830663682
254,887860616815398913
255,2828897977
256,1253799791945035776
257,187344626
258,713013732490784769
259,3701265555
260,4376481495
261,965260602519277569
262,146525576
263,488643911
264,1210368056020656133
265,138387736
266,208614492
267,1116405885226688512
268,288383170
269,128180368
270,15899435
271,281306081
272,744104941
273,58861810
274,127045367
275,3082091529
276,102778527
277,2687724840
278,889693274
279,1069312267412475904
280,3098220929
281,2308807824
282,4705254252
283,186427735
284,167342139
285,3893850623
286,3411478462
287,186575459
288,1008724720135606272
289,162205249
290,1011347940
291,119576203
292,136102395
293,941119495782961152
294,2795726721
295,1241413268062773249
296,280251825
297,924675616741515264
298,1328318391418056704
299,1182802623348559872
300,1306715525997891585
301,196881352
302,312708081
303,138628711
304,4504567787
305,3306174035
306,1155521388
307,144311959
308,860869291889090565
309,758466578400833536
310,1183918532
311,793171391398936580
312,1311711165861560322
313,815973282
314,228190246
315,18396822
316,2860586303
317,751868503142137856
318,179208914
319,1438927981
320,110071165
321,93130821
322,946130594207096833
323,136434182
324,1330598771948969984
325,2749829034
326,3222258119
327,518044253
328,329445927
329,492691198
330,853821092
331,552466601
332,1144460005795598336
333,1839615174
334,706952997172023300
335,1464972986
336,1294340251985620992
337,1236782724
338,87421863
339,3039388534
340,286503562
341,33945454
342,718147776
343,137440153
344,174086978
345,1299829521496113152
346,4229000793
347,2925634140
348,1010895960275324933
349,258383379
350,2823327627
351,161484137
352,1147574669056368641
353,1344669664568356865
354,740238850900033540
355,35806176
356,1382141054
357,1360492032
358,291456102
359,1197314713857798144
360,364225576
361,51808346
362,591548914
363,1483232784
364,299356783
365,4921127601
366,107176039
367,734813002931818497
368,3165480383
369,1042838120771801088
370,89875741
371,249013632
372,204633676
373,1144718982668267520
374,326283637
375,1323376297037410312
376,3115002771
377,1190979735763013632
378,721283184017715200
379,2150050759
380,145020013
381,1151290751344664582
382,90401187
383,1077990847
384,2516290908
385,334788250
386,195855213
387,794568188
388,4160782817
389,1044898124274249728
390,438749411
391,2821182201
392,1324496601604411398
393,1220415485616979968
394,756188420062478336
395,1296057769615863808
396,149970952
397,1080480764653912064
398,716762605499588608
399,1246120859544236032
400,1558640634
401,909534561784205312
402,1093823672828207105
403,4623480201
404,136431828
405,159219922
406,203404027
407,1130126618272423937
408,828738847324459010
409,1163278020905451522
410,47530811
411,163667925
412,869343505948303360
413,1136615568889569281
414,1142971927159611393
415,1114694285948071937
416,2168824207
417,176771982
418,610206288
419,366568552
420,851431442
421,54035352
422,378996603
423,904946757636902914
424,456641366
425,1190413307183869954
426,554785512
427,253133559
428,202926669
429,202809746
430,4297558222
431,890329942277447681
432,2891268291
433,2841511521
434,2434582405
435,1568868187
436,4774564433
437,119351339
438,1245354207416287232
439,901581533798170630
440,2404888189
441,1159784215858294784
442,925867447944704005
443,153473059
444,1186643037826535426
445,4269991413
446,1106600142608699392
447,2643977749
448,3017809004
449,1310638584576253952
450,415998847
451,135951915
452,2798599649
453,414434452
454,1118208300024254469
455,131150529
456,401010601
457,253321564
458,1051395704
459,850852377926283265
460,2516200950
461,1953048686
462,839614585632145409
463,1118960265314340866
464,260277065
465,2414263224
466,595570681
467,445007038
468,1063276369222737922
469,2207463210
470,1083233024
471,524488066
472,205498485
473,892480665865912320
474,1172610671965548545
475,370869182
476,1327297680
477,1185514998887526401
478,197242726
479,22361563
480,1153657155276496897
481,3983390350
482,1249752252740403200
483,191186437
484,255098969
485,4610046136
486,166132740
487,1220065003572748289
488,827169565415059456
489,286196891
490,121289133
491,4219076571
492,3289018349
493,63557164
494,731269959846899713
495,726239403513942017
496,197330664
497,1096175341893312512
498,208579886
499,89919734
500,60229392
501,596489336
502,2739866696
503,1071241881227542529
504,311164882
505,2786205989
506,1339959204778487808
507,1073372789044903937
508,77687063
509,180860252
510,1133054888936652802
511,282290518
512,163717107
513,1044603419904933889
514,167567360
515,110817702
516,901256626769989632
517,162513238
518,72834161
519,191297705
520,78704664
521,410756392
522,150307949
523,118545520
524,69097566
525,224073436
526,3411303407
527,147755622
528,2645904638
529,141726959
530,230477634
531,3355640230
532,368560574
533,1167594338483937281
534,146431317
535,352020016
536,2150025603
537,3866411715
538,202820682
539,362188459
540,140443172
541,506029543
542,144929758
543,2383880449
544,1156375398172778496
545,1237430989896507392
546,825531701568876545
547,1231964051439308800
548,1093154329513676804
549,259279154
550,746321795612090368
551,1265069581107974145
552,1265020901847904258
553,1265287642318606339
554,3885926007
555,1310116872554262529
556,1281192313
557,1067239279406080000
558,778706995071201280
559,157192272
560,3088982421
561,1017842080905940992
562,273757919
563,187194691
564,563969022
565,942620618
566,1123210104
567,858059336144355330
568,134268923
569,734131493283434496
570,171305503
571,1146804077726183424
572,970451430661394433
573,194198276
574,1003404368157270017
575,1192400142353207296
576,889104329747070976
577,1145370192182206465
578,4195820001
579,1163630660050984960
580,1183163744521740294
581,4221438887
582,282102187
583,183454242
584,1158390721466064896
585,781498431751716864
586,1115285014000939008
587,445722910
588,2352436693
589,221994109
590,1116541046966632454
591,1161785452665417729
592,1538752518
593,2764798842
594,1572900254
595,2376650185
596,241923079
597,1084900402112413706
598,1258781084017360897
599,315845684
600,885838024977895424
601,40277213
602,37450522
603,145370140
604,1169225200740831233
605,982636833887617024
606,1452929635
607,907602732906946561
608,131557984
609,1861845169
610,1132327443119972352
611,783801958700347393
612,170804224
613,98537989
614,127941159
615,1178494973555154946
616,1144390798601068545
617,534293883
618,1162836550444638210
619,100947147
620,848154385775570944
621,781590278
622,393690846
623,89061595
624,1146448109070966784
625,1433986681
626,1542328532
627,1279182119839948800
628,354977940
629,919222077391036416
630,365621327
631,2434533608
632,161784183
633,822067825
634,481169226
635,149999804
636,141299097
637,3431965715
638,76481107
639,886683204
640,826094347
641,1165089854557962240
642,452334941
643,158093455
644,582254264
645,874692996071133184
646,196291109
647,1968162805
648,867948514260770820
649,267511032
650,109597254
651,2848188779
652,1289718527805591552
653,819792308
654,747521749
655,1063670334140936192
656,1281731341
657,384696297
658,274712019
659,3202815225
660,35988310
661,1135551819906736128
662,486571670
663,1350143154
664,2990206665
665,706345489
666,1303817619213082635
667,770756809334325248
668,18476225
669,881914439645233152
670,142742960
671,2250684742
672,2544243368
673,179652838
674,202884758
675,34034287
676,2253534297
677,4778142569
678,1245482636811919361
679,1130147547408982017
680,329690251
681,2471162347
682,205019468
683,197273100
684,88293181
685,726854427882172419
686,169953640
687,713028058207358976
688,452791971
689,761462461
690,1231588417961701377
691,227706604
692,3064247597
693,1043309917564751872
694,703666177067884545
695,4710499403
696,195578068
697,1152246688616275968
698,321036449
699,1321556287533047811
700,209262542
701,4301775809
702,196435835
703,1135688648
704,1184809631710879745
705,840377572038983680
706,341820349
707,186797051
708,883454563356987392
709,4333487135
710,186918499
711,1285335745163657217
712,1080352563218841601
713,165136131
714,1328102698235949058
715,1249341431854104578
716,138929943
717,4405056695
718,53158294
719,1265722577139482624
720,1608573751
721,1192433699205341194
722,721154608576491520
723,201586229
724,271730974
725,723523358
726,268488742
727,2853488872
728,2677599661
729,551926583
730,180922573
731,717027589303484416
732,914940832616210432
733,4238988196
734,440213568
735,892176714612301824
736,403620893
737,187250524
738,1088760072375861248
739,2882152030
740,922545797690019842
741,1576578246
742,877898659458949121
743,105992208
744,194213610
745,1323655650493321216
746,1653978246
747,2223568152
748,2170781287
749,4627550895
750,177222447
751,607513888
752,1174102904459943937
753,1183088013871669255
754,1499810696
755,797292639217393664
756,1362930477204709376
757,197949481
758,1214487516
759,1011248068254199809
760,968219573383258113
761,12474802
762,1004078939281739776
763,1224518932729663488
764,232947633
765,218511496
766,164653540
767,209567899
768,1009599916698726400
769,1066423798591823872
770,4011805174
771,205509873
772,1544696155
773,830654034
774,893071697515094017
775,805134554
776,616479708
777,118756065
778,100353113
779,1661213119
780,929838861722832896
781,94730933
782,376533477
783,430016297
784,219028502
785,191225241
786,179799936
787,151627290
788,184460563
789,196837227
790,341038565
791,1356316053589123072
792,145815773
793,4727580359
794,16997143
795,1367479191600566272
796,206371045
797,836122659972853760
798,713200819848482818
799,37063681
800,194421006
801,1170596343695499265
802,248987967
803,80078163
804,869359266586660864
805,1069696081196445697
806,2746909648
807,601867578
808,2818723862
809,950957247164755968
810,111327825
811,41113764
812,280990642
813,1248357535112933377
814,2353719460
815,858809479
816,151524020
817,556432575
818,1192441718429356032
819,1128127394223726593
820,1046052558
821,2493550021
822,1339294912790061058
823,764231652
824,1251234248784261121
825,596029386
826,1185844996064317440
827,1267562127897878531
828,2704753244
829,2951814472
830,898027635003068416
831,192895115
832,1260654133725532160
833,3142505248
834,143572950
835,1260021889189113856
836,570472495
837,1723451155
838,724773661
839,955668668
840,792049332090445824
841,202812127
842,3435066004
843,369000620
844,156338282
845,1302990099668520960
846,1122485088116203520
847,751533871708200960
848,952174717678637056
849,1255014216819445760
850,888084159335477248
851,2188637893
852,1221172637063352327
853,501003454
854,4071673887
855,316158835
856,1473195620
857,18572763
858,150386037
859,54704530
860,803002547824955392
861,3010447835
862,94844287
863,127302277
864,1113512197
865,1012107120295272449
866,42082228
867,24900554
868,2893571919
869,3097425508
870,1249724227
871,4627777757
872,1160929519437524992
873,202723299
874,1166171387398172672
875,4194822088
876,78980818
877,1000194467259797504
878,136722595
879,117641993
880,937506237327044608
881,274997627
882,931952762388189190
883,2468610380
884,1142709993566887936
885,4696317872
886,106804177
887,1256376463135293442
888,1240257692356222978
889,834833858155667457
890,3030778343
891,1342925391984537601
892,4836722543
893,1298598602189701120
894,941509932813291520
895,2423066049
896,485811183
897,2439345019
898,187345223
899,992420860907663361
900,1221803302544912392
901,367269710
902,759550942425538560
903,2990714134
904,4230334769
905,4561458511
906,748037632622460929
907,348310913
908,354085900
909,204381417
910,1625526020
911,1165967022804656129
912,2289079616
913,1200475594410151936
914,3088984047
915,3364886187
916,355873497
917,1168715250285371392
918,1672897488
919,63385567
920,1057052494902247429
921,913052088116154368
922,2900947893
923,716826695
924,177942841
925,885810670717079552
926,82088561
927,196837354
928,1054830382460387328
929,3119897872
930,1186769016263761920
931,186685625
932,2468490086
933,817427911833686017
934,149985248
935,2867745235
936,945117237123403782
937,4774811733
938,118964561
939,1350954917234667521
940,1535114328
941,3247183779
942,1388399880
943,382958496
944,1009793282
945,302323152
946,2240928494
947,882028971986214912
948,22916094
949,780919134410436608
950,1286222132
951,3599083759
952,387069889
953,2808222049
954,2651923058
955,77748386
956,29018793
957,2693592596
958,1559568230
959,362626565
960,991858487884951552
961,1316801330
962,1227622030415147009
963,222159409
964,2436508817
965,1921185799
966,4053916101
967,1312051232639508481
968,324208281
969,182828801
970,883750992990412801
971,2961207897
972,440988578
973,271146151
974,329435258
975,571325780
976,69871487
977,1498952340
978,1337747589840695296
979,2951799183
980,1244107019562483712
981,147948208
982,1333886010170765313
983,86219321
984,992178492321214465
985,845045958308237313
986,1140422474628304898
987,1351224023141801987
988,195619455
989,475708025
990,1065604764916948992
991,1359280163381530630
992,748752972352409600
993,274289489
994,705010122230259712
995,1296889578876547073
996,1146187526715166721
997,105785283
998,289600567
999,261883138
1000,4691081492
1001,142913609
1002,90436767
1003,129254218
1004,316798951
1005,2312287350
1006,1127959451196174338
1007,1377191564
1008,718607638133661696
1009,1834436976
1010,453099594
1011,4251145041
1012,748328027654860804
1013,209390884
1014,209778655
1015,279296220
1016,1251201814957088772
1017,2770664919
1018,833345897689968643
1019,1332415014720954371
1020,207229366
1021,754070320135495684
1022,4194406954
1023,4269501149
1024,2367389166
1025,546923952
1026,2605369371
1027,852358988926726144
1028,1289576414757425153
1029,1349569096321552387
1030,1254110775213522944
1031,358890847
1032,1255609277496123405
1033,156500230
1034,218298154
1035,1087182066180153346
1036,396872214
1037,332512121
1038,113744392
1039,2745895665
1040,501208500
1041,231154231
1042,342735056
1043,733313929292701696
1044,1182124983776100352
1045,1115075193175777280
1046,776080579989278720
1047,1161720420078407682
1048,118525119
1049,242913913
1050,1219025542894276608
1051,1313295296710029312
1052,4046648416
1053,182501138
1054,238331874
1055,121556705
1056,727202831766265857
1057,188557860
1058,325917517
1059,2165537297
1060,1242459907
1061,2172491584
1062,2424514164
1063,1002331266912571393
1064,3062187262
1065,1275644219835777033
1066,846505999766900736
1067,14525749
1068,67443745
1069,200936622
1070,599567647
1071,462243481
1072,1092237060
1073,859229395755700224
1074,150049863
1075,930979640
1076,350858729
1077,797996891988492288
1078,1341390512276779011
1079,1592273498
1080,247909560
1081,1312920256978055168
1082,1240427176975110144
1083,274673624
1084,801948340481064960
1085,286988924
1086,39863149
1087,191175498
1088,329935132
1089,216689382
1090,7796802
1091,1167998339880816641
1092,138876046
1093,2188419788
1094,950696136
1095,836769048419520512
1096,127043504
1097,532356879
1098,64131750
1099,1068770118
1100,883737494180827138
1101,2885138464
1102,260777236
1103,2884926795
1104,830236656557031424
1105,2588666262
1106,146638302
1107,1488087096
1108,107464561
1109,2748096098
1110,5510752
1111,263732580
1112,1047105293266632704
1113,1126459938
1114,171498377
1115,1256610280311791616
1116,117452016
1117,955040458497028096
1118,390427246
1119,128955492
1120,959777020191428608
1121,49856581
1122,1283909186905092097
1123,2786277513
1124,902516646576840704
1125,770235201817604096
1126,1351278834147069953
1127,1277609374446387200
1128,1353478568660135942
1129,1553190722
1130,713793057062318080
1131,785612142128959488
1132,496500008
1133,106560067
1134,795629812018802688
1135,171011907
1136,83714354
1137,424533842
1138,194378159
1139,884868303805710336
1140,1028543186
1141,1013058091
1142,3658482501
1143,3232364033
1144,821885420912906240
1145,2251900600
1146,491871991
1147,1038601466506895360
1148,1035271246915817473
1149,2744921889
1150,1400841937
1151,182396010
1152,149976183
1153,1085166399591514112
1154,798236771666587650
1155,3053838782
1156,770398533216309249
1157,1072331630025555969
1158,560589214
1159,770588101
1160,99124127
1161,615522242
1162,333236636
1163,2188580918
1164,92089188
1165,1021755140074864641
1166,199974988
1167,787408664487464960
1168,1348387891974705153
1169,1488889914
1170,4890818927
1171,195188573
1172,1194844168033591296
1173,4356563429
1174,1141666069402267649
1175,2155904750
1176,236841454
1177,279665389
1178,1163192161510330369
1179,1242997429328281600
1180,168320440
1181,184309696
1182,362204802
1183,244783415
1184,2573039330
1185,151921382
1186,229457613
1187,1198998467139555330
1188,1144703913486180354
1189,1046594421289103360
1190,1211643040072265728
1191,1541614854
1192,37993776
1193,1140055891510800389
1194,611350464
1195,1065320913003003904
1196,1192140046729650176
1197,1030214466422677505
1198,190820229
1199,1162538674174746625
1200,802922174
1201,2912168109
1202,1191388467739201536
1203,748685673448796161
1204,833158480747962369
1205,1237519408324579329
1206,1052310988735827969
1207,74490526
1208,3053446072
1209,633367415
1210,34518850
1211,214559575
1212,242875168
1213,119998164
1214,469846951
1215,1220284617279918081
1216,1099732080357978113
1217,2316933988
1218,434473116
1219,932620170220228608
1220,1522338079
1221,372796630
1222,705524344655650817
1223,1251140615925989380
1224,1239984824468811776
1225,2877817457
1226,1280732155258318854
1227,802580448144740352
1228,149686901
1229,155011665
1230,1015355626732642306
1231,1212816709385474048
1232,149371601
1233,196228882
1234,2363243058
1235,1280130696741359616
1236,1011789263644561409
1237,867223140
1238,1084990706786189313
1239,1320161513576030209
1240,167640685
1241,449982133
1242,183247108
1243,95140966
1244,7520762
1245,4808224779
1246,4497008602
1247,1213199664
1248,1288303515845234690
1249,66210111
1250,272220311
1251,819982078200737793
1252,1368623491
1253,3984236176
1254,389543761
1255,1881806084
1256,510659204
1257,1035174995775967233
1258,1267110052424540161
1259,379966732
1260,1353271189
1261,191249761
1262,1106074093701468160
1263,1146016868760727552
1264,845504142374252544
1265,542033300
1266,1188752570581508096
1267,876400785675997185
1268,1100163009555693569
1269,732695961076518913
1270,232192072
1271,815803214
1272,1299872055765147648
1273,4220068583
1274,197192115
1275,60164482
1276,623334075
1277,792457828032217089
1278,1103466222698614790
1279,924249522447974401
1280,1036917825091325952
1281,2791332673
1282,1227443894750777346
1283,1184821503432548352
1284,1317652267668021253
1285,801824112251465728
1286,1271209319380520967
1287,873314507296317440
1288,1156795900880195585
1289,432451717
1290,781849538931879940
1291,157437930
1292,1321576572760064000
1293,4343677427
1294,1158110411570499584
1295,1002892512699219968
1296,174873651
1297,2372987077
1298,1126575136021389314
1299,1312170816
1300,1281091471723167744
1301,1186653933869174785
1302,976928353033867266
1303,230589789
1304,523721389
1305,2474524071
1306,187565891
1307,919387042374733826
1308,1160922835218550784
1309,908685822282665985
1310,2205950088
1311,1088871483923988481
1312,1087013593357451264
1313,2465058937
1314,222275297
1315,145797267
1316,385663180
1317,967950389650784261
1318,334274924
1319,70561356
1320,262045391
1321,147042809
1322,384046396
1323,1552059115
1324,251699551
1325,143807125
1326,874264198590672896
1327,361393440
1328,180151311
1329,923634670746693632
1330,180963647
1331,1424382415
1332,700703191290159104
1333,332462742
1334,858955657
1335,103462194
1336,227457272
1337,122156983
1338,1228849782187319298
1339,1183974626
1340,1008896157748166656
1341,3331983099
1342,241079233
1343,287778138
1344,983110916513333248
1345,2925215942
1346,133880481
1347,77420630
1348,43968505
1349,549841447
1350,150880129
1351,754092987265712128
1352,135022167
1353,280608967
1354,2178402951
1355,137224187
1356,152769475
1357,40031341
1358,1239867210874720256
1359,419760228
1360,717716071239782400
1361,63853224
1362,2334170956
1363,1207722033309782023
1364,1184757548
1365,200589323
1366,107424543
1367,860716939978604545
1368,1207750317741420545
1369,801836395132231680
1370,476408214
1371,1131219789580517376
1372,4636584016
1373,1255305952967917568
1374,151665073
1375,781283014651305988
1376,141475872
1377,838368975511764992
1378,153557453
1379,794238997
1380,601102125
1381,128240058
1382,1723658988
1383,566598578
1384,1280216807119425538
1385,362817246
1386,186670739
1387,2864944011
1388,1688378557
1389,1001667774
1390,3014555963
1391,1613783755
1392,1354232031392260098
1393,570489014
1394,1194023484462120960
1395,1154419914985357312
1396,195510782
1397,971321684048449537
1398,3077788095
1399,870962021126348800
1400,178419097
1401,978387926
1402,396905028
1403,1183562443
1404,1166771563447955456
1405,342825036
1406,150000086
1407,132894209
1408,1155490658871840768
1409,856983662881116162
1410,824827633565306880
1411,14147237
1412,1344295272
1413,731242332943699968
1414,396792092
1415,1148302112
1416,205308644
1417,306936343
1418,1385992417
1419,99993858
1420,389610372
1421,912665575
1422,441406061
1423,159116831
1424,171490656
1425,147754567
1426,1124355942693445633
1427,834371748141359104
1428,318089931
1429,395562273
1430,2493532482
1431,2482229335
1432,247050491
1433,635214315
1434,283672178
1435,1273666078984503297
1436,779340061263425537
1437,896616658252558337
1438,1047813459658911744
1439,300795636
1440,1004832528
1441,780508761165266944
1442,1305539761868869633
1443,1265759858
1444,761246731052933121
1445,1152267044299202560
1446,2629017858
1447,751522182124240896
1448,38488855
1449,1888837976
1450,790214785476530176
1451,131144050
1452,2872536147
1453,1483213278
1454,148801155
1455,353427557
1456,195686869
1457,1258075211896885250
1458,367605713
1459,1226679770097823746
1460,148774236
1461,152039426
1462,870816412721446912
1463,3698303476
1464,1357911
1465,303487087
1466,1186373621083770880
1467,923503780255150080
1468,144801356
1469,2750505700
1470,1225523470970343424
1471,773640541993140224
1472,4197389517
1473,1278869172898889735
1474,939652182147772417
1475,433442371
1476,4798780738
1477,1185914159076171777
1478,702463329902698496
1479,2474986769
1480,102560144
1481,1118202107721658374
1482,280248748
1483,1293341604477116417
1484,3874471936
1485,4204720295
1486,4475961447
1487,210962297
1488,886026356806627328
1489,129488127
1490,195846630
1491,1302815975197343750
1492,152098795
1493,208551040
1494,1249809101699330048
1495,1648996830
1496,190107683
1497,849992682063712257
1498,76691547
1499,4801283422
1500,2865822670
1501,814998861555056640
1502,4188564034
1503,792123680142856192
1504,361540254
1505,150278011
1506,636653571
1507,49491048
1508,89084468
1509,2988035913
1510,1221268170687815680
1511,1633455186
1512,1329942905461616641
1513,746684368756801536
1514,146575351
1515,324724290
1516,1119732710
1517,196426071
1518,2752006462
1519,240949950
1520,1209403852816048130
1521,253846256
1522,3076974052
1523,215299681
1524,3371298563
1525,4539314903
1526,79465096
1527,815926017445470208
1528,547135796
1529,620198037
1530,254442229
1531,339438680
1532,2291754181
1533,130171240
1534,1254067466264854528
1535,215877596
1536,286873807
1537,384121016
1538,273120353
1539,153058318
1540,137522068
1541,160021550
1542,163678612
1543,724293836
1544,36693585
1545,977202872
1546,233388639
1547,1256731832021909504
1548,89038524
1549,155779487
1550,586214102
1551,2185519068
1552,552328980
1553,132529717
1554,1333585888106995719
1555,1131562763686481921
1556,573145571
1557,4167481875
1558,4475853089
1559,321678625
1560,195801065
1561,1013926064991727616
1562,1146206488232431616
1563,56855334
1564,192752617
1565,166799115
1566,1244702627964780544
1567,2889545349
1568,4158425415
1569,284311261
1570,89508220
1571,348804417
1572,1186110021114957826
1573,1065785271806058498
1574,1298312987124670464
1575,1014148456229810178
1576,4759086448
1577,235551953
1578,389009125
1579,186196507
1580,1090373774380290049
1581,152844289
1582,1315422419671224320
1583,4822717625
1584,787824283888287754
1585,2363467771
1586,455349191
1587,1283505004419129346
1588,761180388467339268
1589,860136044217368576
1590,1129016166
1591,978689208956092419
1592,398954829
1593,140919804
1594,3392400994
1595,140249008
1596,992317206
1597,164346419
1598,303457643
1599,1024063544692748294
1600,57745162
1601,326847732
1602,1006337885195382784
1603,754329844264136704
1604,836090915513073665
1605,147064348
1606,166345193
1607,906748051
1608,603942871
1609,826021610
1610,1243618261050294272
1611,3208681887
1612,2228357684
1613,971078809968668673
1614,80609652
1615,771125846291677184
1616,711750082266267649
1617,994721312252809218
1618,219188457
1619,1077176953
1620,101623031
1621,1044691139536859136
1622,987445100149116931
1623,1165086106167197696
1624,2446133384
1625,450313646
1626,819336076972228609
1627,1246178264659435523
1628,2306903142
1629,3843015016
1630,102316640
1631,1188116617324126208
1632,269949036
1633,1636266222
1634,409480089
1635,1004214082931605509
1636,442463968
1637,1164303428388081664
1638,1270642544
1639,1061998334
1640,3325589709
1641,89481496
1642,220167345
1643,483859524
1644,46360003
1645,1120747825602625538
1646,1029497934038163457
1647,106321022
1648,1245165603817742339
1649,587057292
1650,197296861
1651,1062747310587891712
1652,1209677690799874049
1653,4838096951
1654,487122123
1655,967993742
1656,1160894380510765058
1657,109092887
1658,1490150263
1659,728468990641639424
1660,562507758
1661,13790232
1662,2171347651
1663,130363506
1664,897208090784878593
1665,3372461026
1666,205793505
1667,17580104
1668,2842143383
1669,1204810784183914497
1670,88738686
1671,1173841156385529856
1672,84218815
1673,156242969
1674,2992428713
1675,246505391
1676,104570894
1677,2600269050
1678,177548640
1679,85489878
1680,15398418
1681,1075868468438810626
1682,152325528
1683,1224698888961040384
1684,2278282993
1685,301510701
1686,4901900080
1687,1200525091299299328
1688,188598446
1689,2704611734
1690,1044374927103717376
1691,896787733238210561
1692,176187204
1693,42431196
1694,294294672
1695,3000616271
1696,1078344516455882754
1697,170911475
1698,1548911521
1699,1234624716872257536
1700,17229079
1701,192922124
1702,1027991638449311744
1703,1161095385290612736
1704,138062566
1705,1576190990
1706,163994424
1707,1113462245743316994
1708,1119056531750834176
1709,1176927818594357250
1710,38782874
1711,3059807440
1712,138010498
1713,210635524
1714,1331021249682808840
1715,1723003434
1716,111624085
1717,2269993018
1718,337663986
1719,1358669929
1720,1023682879061196810
1721,1396230055
1722,1044721420415176705
1723,1104874060465483779
1724,1097571657500291074
1725,159315901
1726,1965457393
1727,167607204
1728,213867676
1729,701916703
1730,58246946
1731,505012042
1732,2214937440
1733,165566523
1734,57848789
1735,173435022
1736,636255659
1737,4189414594
1738,3360706637
1739,222595373
1740,1090870215196532736
1741,2464907275
1742,702623982852378625
1743,2478932743
1744,1278002104012025860
1745,828140486082838528
1746,2947276901
1747,1346189228296822788
1748,962079977213657088
1749,1063093721460326401
1750,512329706
1751,1187458223609135109
1752,715758838188806144
1753,763543334
1754,1255496325375971328
1755,1260628518175727622
1756,2752954306
1757,1160981198417608704
1758,1254748153
1759,716683194515525633
1760,2570003535
1761,536031620
1762,902672118667759616
1763,877212001
1764,1093465494
1765,571210546
1766,464296300
1767,887004660627898369
1768,251216658
