,comm_2
2787,394436313
2788,4860385918
2789,3551170355
2790,1246555260208009216
2791,607738751
2792,996146821310410753
2793,901496159688118276
2794,1372695216
2795,226933895
2796,215468405
2797,885318268722053120
2798,72540812
2799,1125107633692786689
2800,215017930
2801,261020894
2802,621999052
2803,999711903516643328
2804,1264518524854325249
2805,2992822683
2806,855562983304560641
2807,898680284278923264
2808,368412103
2809,159322831
2810,490953108
2811,1176737227
2812,526765244
2813,2983151733
2814,1193938594437697537
2815,299334772
2816,398094829
2817,171131096
2818,1183591000595410944
2819,14926160
2820,1135886829096513537
2821,2603777377
2822,1689300336
2823,1181572724927451136
2824,197154270
2825,205294540
2826,140640689
2827,1068879786
2828,1635361003
2829,1166868630
2830,162447159
2831,339195630
2832,418637894
2833,95549621
2834,4311885315
2835,1341157620883832834
2836,966373078463864832
2837,1239309413472784390
2838,846476466
2839,3047682930
2840,2497556119
2841,1233107830036729856
2842,142750870
2843,812937073
2844,60909246
2845,2480016151
2846,1347307898
2847,1380894211
2848,37094876
2849,1304116808165842950
2850,2508944967
2851,921400121807572993
2852,863175471432970240
2853,1132565569
2854,1346125683530063873
2855,383501511
2856,1226277289329152000
2857,846702603304128512
2858,99417096
2859,178367602
2860,1060498657487831041
2861,197296025
2862,743855598
2863,1368017880755933188
2864,1317848649444052992
2865,767083633987481601
2866,30771810
2867,1345192110316806153
2868,296892695
2869,753046961499041792
2870,810037844
2871,990352152563417088
2872,1075911363782942724
2873,2800368085
2874,767694906156613632
2875,1262833475054440456
2876,306477872
2877,1189293417353887744
2878,4199402476
2879,154127012
2880,1313465744684916737
2881,1198408843417542659
2882,1248436185745195008
2883,767705011983884288
2884,825423214885138433
2885,2325902989
2886,939205922693533696
2887,86040685
2888,999480936512327681
2889,1372493378
2890,1167859143669104640
2891,555767568
2892,1268299521219391488
2893,1137811154837938176
2894,233497101
2895,2942391004
2896,757688052630388736
2897,866762550435872768
2898,1624041746
2899,4235719487
2900,607587716
2901,726010718403829760
2902,543026064
2903,147954815
2904,2986178776
2905,145726353
2906,224464984
2907,854983963
2908,4601329161
2909,1214701291814969347
2910,557788496
2911,137830813
2912,1141841282815471618
2913,156446773
2914,376154124
2915,1227649778525360130
2916,1156936595074928641
2917,178427655
2918,1313219211993513986
2919,821702980974084101
2920,2577129691
2921,138425691
2922,1303892103018278913
2923,248263350
2924,1167355645
2925,66169172
2926,185469328
2927,2271063313
2928,1337113840492961792
2929,632025121
2930,1344665664695525376
2931,1311705887560675328
2932,3188857199
2933,1277000314613370881
2934,1267513041509376003
2935,121894604
2936,400200599
2937,164335332
2938,1337770290319929347
2939,2646155947
2940,1144720003691925505
2941,869931609482559489
2942,988240229478920192
2943,1210344985
2944,88012615
2945,1389888901
2946,1270104557939499008
2947,1341029115122626560
2948,731176577178963973
2949,831982412221526017
2950,65393616
2951,1223666713721548811
2952,736662291400138752
2953,1068925320
2954,272245487
2955,1270602793812848641
2956,1051196905
2957,396312747
2958,282649609
2959,3404946947
2960,151972869
2961,2779919567
2962,1099795954708959235
2963,261977032
2964,1051021057
2965,2730215907
2966,1222510356154789895
2967,1414199240
2968,190032895
2969,1196548869619953671
2970,618650280
2971,2640896156
2972,3065778184
2973,1164487956
2974,1252944269272383488
2975,145860356
2976,242513730
2977,259062130
2978,1667654989
2979,211521056
2980,301595250
2981,2374154773
2982,881591230697754624
2983,357776490
2984,938781767397511168
2985,2169190536
2986,901629066004094976
2987,259331756
2988,175592930
2989,507922837
2990,195955527
2991,4195681312
2992,146635427
2993,131579624
2994,2573104218
2995,450823579
2996,939146252
2997,505139238
2998,1363288094
2999,757675987278688256
3000,998616474112675841
3001,877700779540393984
3002,761389310914465792
3003,1190083933498695680
3004,1476154104
3005,1389361388
3006,981400949578190848
3007,936215748
3008,2273675222
3009,744489963929112578
3010,1160740741259440128
3011,162916850
3012,146298611
3013,4097139081
3014,3126262530
3015,140374618
3016,445563205
3017,1504337448
3018,891479067056361473
3019,1249816241520476161
3020,882010610493530113
3021,239462117
3022,815454084
3023,2787088570
3024,1237025058524221441
3025,278329527
3026,51846587
3027,902255009814982656
3028,1249901434214191105
3029,203184569
3030,1227063739255599104
3031,3384635751
3032,1160741938989031430
3033,366327558
3034,1198281393773645824
3035,7514032
3036,1362901015557734400
3037,1218187193128300544
3038,4433230581
3039,1881474980
3040,1283861284988035074
3041,143948394
3042,112147626
3043,1266212657272696832
3044,182904966
3045,3066744191
3046,1396101728
3047,2797011159
3048,614729268
3049,888849182542499840
3050,1219685101203869697
3051,3023953966
3052,117304420
3053,1318563397
3054,1287031275342176268
3055,885942809244704769
3056,3877423468
3057,1301669391373869060
3058,1332676530326134784
3059,208816428
3060,713384919284760578
3061,1129502204
3062,754088335
3063,2282855340
3064,2349603700
3065,1199002021975773185
3066,1176160375588425729
3067,2808129906
3068,953805721967132672
3069,946171307988869121
3070,2158907571
3071,1027767552
3072,3370071106
3073,129537052
3074,309083887
3075,2153839676
3076,911951968481968128
3077,1306711501722583040
3078,1332154837
3079,391100004
3080,842581896
3081,2869225792
3082,1340629915176226825
3083,1270931078
3084,4197783515
3085,146875973
3086,2857323993
3087,4895885134
3088,509114884
3089,952973080334405636
3090,1610787608
3091,3434966189
3092,199381807
3093,975595360423948288
3094,35401684
3095,3076153293
3096,213486835
3097,1155799177630244864
3098,2263494435
3099,1198453044935045123
3100,1207883098450538496
3101,1182805605268017153
3102,1320925641576009733
3103,187727660
3104,164533422
3105,419752873
3106,1121780302597230592
3107,2419113894
3108,1251481426073128960
3109,1242319450239533057
3110,2861908186
3111,1544063371
3112,325049681
3113,1279060747847372802
3114,1353079006900461569
3115,2987556244
3116,132729006
3117,291230273
3118,891162344
3119,1193045364
3120,796913514
3121,1244956612349001728
3122,89351458
3123,1196852016162705408
3124,1313085101740359682
3125,991017392372412417
3126,295723049
3127,731864231818199040
3128,1353168822308659201
3129,1072910682625064961
3130,113030999
3131,1346300785446019073
3132,19291684
3133,144960572
3134,3346965976
3135,3240396190
3136,915383952
3137,168164948
3138,1305143125686603777
3139,1086282596273639424
3140,107253046
3141,4198238895
3142,49100670
3143,1161831491678212096
3144,164904113
3145,179104932
3146,157448383
3147,404438818
3148,2223945691
3149,1203008461107335169
3150,116556912
3151,444162778
3152,2543658672
3153,3398113366
3154,1286778226921164806
3155,2493435779
3156,1125807373401063427
3157,566730911
3158,437640516
3159,72464637
3160,4250568112
3161,1233124619395178497
3162,1608728827
3163,199937017
3164,906938455258779648
3165,1295811762265174017
3166,2493615918
3167,3296860216
3168,1147856280758996993
3169,3128501996
3170,826096492708499456
3171,110231033
3172,1039329931879227402
3173,256802929
3174,2824324022
3175,189380828
3176,778793468
3177,480882605
3178,27448869
3179,3102885442
3180,584451165
3181,826217662695010304
3182,1001650669361811458
3183,502383422
3184,1052276715903483904
3185,179279318
3186,724675029540192257
3187,1126556651077668870
3188,712857191796097024
3189,1200554067254272000
3190,1350332919211044869
3191,938921785826955274
3192,1296059877203349506
3193,954566096
3194,1032951396537196544
3195,118693415
3196,1151322736725282816
3197,1376973343
3198,3020078379
3199,237993645
3200,1310927168692682752
3201,253156628
3202,499278920
3203,265801418
3204,524399481
3205,221015765
3206,3295891370
3207,1191025207709974530
3208,294587836
3209,1018651352661135361
3210,893530549041713153
3211,241631107
3212,384172895
3213,593261945
3214,822387876
3215,2746938670
3216,1280990825523142658
3217,1158469434744422400
3218,1265398246635180032
3219,1155146833225801728
3220,1424471191
3221,1007038635940761606
3222,1264361446449741824
3223,1134457904021610500
3224,1274430789124571136
3225,63788335
3226,1318193409828552708
3227,154260628
3228,708027252
3229,1084907667347378182
3230,150734923
3231,500415209
3232,166670881
3233,1301518533080346631
3234,1145058459618041857
3235,1266498774286942209
3236,1095355087612981249
3237,3234551298
3238,1051917700010831877
3239,817181617848459264
3240,726192535
3241,3346193687
3242,3323982982
3243,1181937984821694465
3244,535966445
3245,162935311
3246,144552227
3247,235342452
3248,2555945367
3249,1099507819680800768
3250,48220496
3251,2719035609
3252,173283523
3253,2739048687
3254,377124027
3255,4197581715
3256,1683589315
3257,984571383295414272
3258,1711145082
3259,422773446
3260,2808449722
3261,203306070
3262,226714997
3263,4520567115
3264,2460355070
3265,171281571
3266,1311827151692455936
3267,134443978
3268,1032834847
3269,51769289
3270,1317894897932947456
3271,1075559318773264384
3272,2769096547
3273,163475941
3274,275667108
3275,15994661
3276,454772115
3277,1316727991913852930
3278,2571558851
3279,254275479
3280,328231125
3281,160617162
3282,275630152
3283,239134923
3284,139521663
3285,476684072
3286,3098080127
3287,180771782
3288,614797224
3289,2325747157
3290,2713636298
3291,1273726348662583300
3292,1327797969563889664
3293,1206227608549109761
3294,304623502
3295,1146623940
3296,708285284421652480
3297,185808267
3298,1209279937968066560
3299,924526398
3300,3080228115
3301,159255696
3302,1222332200751915009
3303,265584242
3304,756481228661030917
3305,1341226273314656257
3306,2691047220
3307,1124466086349627393
3308,253603505
3309,1340153221881409536
3310,1426566756
3311,4422259816
3312,1334277263341350912
3313,737093707154006018
3314,199717942
3315,1317592689131638784
3316,1221200960992743425
3317,885937609444401152
3318,161859001
3319,2764153991
3320,947885139161468929
3321,1090002052263096321
3322,148220163
3323,437982534
3324,4854568105
3325,891803580373585920
3326,709652292
3327,441300633
3328,744664847078592512
3329,496449327
3330,4197983656
3331,254784464
3332,2314471843
3333,1599806474
3334,816290977
3335,560565232
3336,719198071
3337,990763835165413376
3338,937192992
3339,1285027937415290886
3340,52488667
3341,115949111
3342,174579321
3343,1306109039760281601
3344,1203800851988520968
3345,1307848583048245249
3346,979899624
3347,1149672842
3348,1328176639113629696
3349,2977338315
3350,1264796322
3351,1059107197966315520
3352,186577235
3353,1048319736843526144
3354,1030660229019648001
3355,1072463132495355904
3356,147603825
3357,842497112
3358,1089589765521985536
3359,341014445
3360,811607948
3361,1274412109649121287
3362,290200008
3363,219513549
3364,181064465
3365,1309615823720456193
3366,1148421924101509121
3367,522650027
3368,1140780902416637952
3369,4657292734
3370,741820931648172032
3371,124566813
3372,1336896774326407171
3373,1297625662124105729
3374,2475148996
3375,1111771481254649856
3376,127778778
3377,489993808
3378,260139471
3379,1912294171
3380,21661288
3381,785256991979692032
3382,1262070847633797121
3383,836053046
3384,3409316229
3385,701497621
3386,1160156409272721408
3387,792517970912313344
3388,752155280293650432
3389,1136492218368364544
3390,226725451
3391,1243982328172630019
3392,1101202550
3393,239621636
3394,257165809
3395,161990619
3396,1316504117188141064
3397,916110375250223104
3398,1577567714
3399,360312158
3400,897948998035795969
3401,1160236263909330946
3402,1176653198339313665
3403,150768724
3404,1547062986
3405,2908670596
3406,16294264
3407,1344118867266830336
3408,2151937664
3409,1284651708547768326
3410,1309630523816509442
3411,1102305270175289345
3412,145831041
3413,1300442337533997056
3414,357806245
3415,1130412844875505664
3416,3220061350
3417,2534443852
3418,1125758883597901824
3419,3258672879
3420,1364201712668532736
3421,3587412559
3422,593648895
3423,1379504569
3424,1203803684410417159
3425,867518494350352384
3426,1043963445761191936
3427,1246086887296700416
3428,984918470537175040
3429,239570626
3430,1265591659
3431,196697378
3432,1354235332783435778
3433,260800250
3434,480700650
3435,1279883817726156800
3436,134534371
3437,3308763436
3438,2892011075
3439,4502507782
3440,1315032203273949185
3441,1156593430442729472
3442,3044666879
3443,1507540080
3444,295924033
3445,189597740
3446,1178389916398559232
3447,954771927930896384
3448,1278415234202513408
3449,880131424061468672
3450,567702455
3451,757586754341838848
3452,145010134
3453,964698482501177344
3454,237621543
3455,3077231836
3456,1141108615853617152
3457,994929814028079105
3458,1664154840
3459,2800698431
3460,1684519747
3461,324353452
3462,90168975
3463,3949065747
3464,265581049
3465,2753436538
3466,536711084
3467,2825647042
3468,120542974
3469,1301884667302477825
3470,1366482613247107073
3471,2352495782
3472,409946858
3473,2873920301
3474,968816832563023872
3475,1266247554766757890
3476,4396315763
3477,347904250
3478,931875769
3479,916842779904495618
3480,1362773860484055042
3481,740314547811127296
3482,1096095764764393474
3483,2288452069
3484,1259985696820989953
3485,895462435955539968
3486,1220498887376543749
3487,1224668726425014274
3488,1012287529503117312
3489,980351419
3490,851437692286099456
3491,765734808756555776
3492,2353814364
3493,3019768379
3494,212791551
3495,4172183853
3496,165233574
3497,2799923120
3498,891278047
3499,737760282026606592
3500,4202318631
3501,726300487
3502,1161662697693503489
3503,1243701283606929409
3504,4182222081
3505,858350825260945410
3506,751108976956309504
3507,199410791
3508,4871944372
3509,768637769665146880
3510,1194395745304109057
3511,2887348883
3512,447984064
3513,442978248
3514,1063987929092108288
3515,539259450
3516,908523577
3517,1218309749520900098
3518,561131168
3519,937313406
3520,2933108339
3521,448952753
3522,1041481397620420608
3523,177751823
3524,829909849
3525,49965390
3526,1001203911913623553
3527,267310275
3528,724225968546668544
3529,318039211
3530,2244656275
3531,1128299064641183746
3532,111914789
3533,742449673965817856
3534,614629463
3535,118441238
3536,1321242036029325312
3537,1007283049
3538,2439882953
3539,145005103
3540,524286501
3541,565669539
3542,2275497823
3543,229584589
3544,254864798
3545,334821606
3546,169249549
3547,144598281
3548,133665120
3549,220789785
3550,1153360035994644481
3551,127023343
3552,994348715010875398
3553,872394980
3554,2240806614
3555,69016330
3556,191133606
3557,245677156
3558,586685908
3559,508193799
3560,987102037270847488
3561,381091187
3562,128230915
3563,104248838
3564,1877701656
3565,71385464
3566,100619292
3567,208588776
3568,4442645356
3569,771438597740322816
3570,2329542116
3571,338720709
3572,3316536785
3573,3152238479
3574,880136955517915138
3575,1281290670951587843
3576,1248456931284365312
3577,1445240178
3578,713365055136481280
3579,1608564037
3580,2940102393
3581,802999857849974785
3582,1161817514252410881
3583,1249792969877659654
3584,1229542249630961665
3585,816846445970124800
3586,2182389660
3587,80647973
3588,156255061
3589,1280489114794672128
3590,719386056
3591,153158218
3592,2689470352
3593,3231302289
3594,886399326913785856
3595,1196155457531994112
3596,143572516
3597,138131714
3598,4454167227
3599,1346497737748078594
3600,1310941822278139909
3601,1235933900142252032
3602,167978915
3603,2337229777
3604,1250142730585608192
3605,1315439423388028934
3606,2169155118
3607,2181032211
3608,1043926726705860608
3609,1342257112030838785
3610,159915786
3611,634904285
3612,2409026947
3613,955125798750564357
3614,45242201
3615,268335501
3616,2916329129
3617,1182685340965974016
3618,346139090
3619,2790662010
3620,1198348324878860288
3621,4043150128
3622,3419230017
3623,507223432
3624,231620606
3625,149516506
3626,1005125321614557184
3627,4385056037
3628,311159107
3629,636210925
3630,1265474382182461441
3631,1318750821060923393
3632,2835045064
3633,2416297462
3634,1294421553392816128
3635,146571598
3636,731968431701016577
3637,63527817
3638,823964255938576384
3639,1025822920961142785
3640,891581270
3641,137143681
3642,903324465718841344
3643,1015782133082853376
3644,1279803153085538304
3645,775127014105907200
3646,1341691698
3647,88341957
3648,575691414
3649,176989357
3650,174717157
3651,75843541
3652,158987936
3653,938931774494855168
3654,1131321964986064897
3655,110999163
3656,1337805700869795845
3657,1221303049672626176
3658,3432361839
3659,701758240728752128
3660,1130734590
3661,803789842312265732
3662,2450250999
3663,2615409699
3664,1348003545124057089
3665,4203501581
3666,459815465
3667,1117971270124044288
3668,1189345721251717120
3669,3713665876
3670,474081308
3671,878736809714438145
3672,73465173
3673,236143863
3674,1160927793909305344
3675,145128479
3676,725911309129109506
3677,892251080096178176
3678,942791087978172416
3679,749732725469437953
3680,738528691551080448
3681,994335326402498561
3682,190218976
3683,77340162
3684,2482962214
3685,1296849632920829955
3686,1171051392632573957
3687,1621894615
3688,1066471045
3689,1157336030
3690,2796950158
3691,1103859600
3692,1083787764901048320
3693,790002895
3694,877924082
3695,2447103872
3696,636682341
3697,213445729
3698,1352867824524537857
3699,1363363334
3700,207725640
3701,1351224191882821635
3702,88654629
3703,766396443594719232
3704,39087844
3705,922286877926977542
3706,789793237
3707,2392828688
3708,521820456
3709,3074966559
3710,21154680
3711,1398664980
3712,364855736
3713,2214700548
3714,767127606030458884
3715,51635581
3716,1556909562
3717,949375849941303302
3718,1327352074233896963
3719,1154177465708941312
3720,4237613056
3721,328538346
3722,2656539978
3723,992176710
3724,509689243
3725,896172180182106112
3726,784750381788196864
3727,201779328
3728,1311811550529888256
3729,760963856378241024
3730,571306025
3731,492439248
3732,724783234140262400
3733,346872330
3734,1200593089372577798
3735,1128738438642065408
3736,2780187443
3737,1305620813421465603
3738,2771667967
3739,1232805988094431233
3740,2486108431
3741,2812317399
3742,161686370
3743,507821312
3744,1310803777440681984
3745,200677564
3746,931332310024249344
3747,172840381
3748,1275500015985856514
3749,128362428
3750,788028242187939842
3751,365638788
3752,336156803
3753,1689929221
3754,800719845029335040
3755,1061685064994578435
3756,3046244918
3757,1110599214998962176
3758,1387475166
3759,385571905
3760,2963381308
3761,751972617050058752
3762,3579222736
3763,1641051769
3764,71414030
3765,1354962206
3766,1160550568630345728
3767,1334638405830004736
3768,734919547531169792
3769,1385156964
3770,983123757106651136
3771,533399806
3772,922183150377332736
3773,418548709
3774,629938352
3775,513490198
3776,801525930166517760
3777,1329523909830602752
3778,1215983722698366977
3779,850469564
3780,2841823731
3781,329546910
3782,1113534045474914304
3783,1287896620458217472
3784,1209989411980677120
3785,779145260433833984
3786,158755058
3787,2196357899
3788,1148765318220865539
3789,807692324046245889
3790,1069772343805919232
3791,147267819
3792,1257643104192081922
3793,169707086
3794,1092059695383281666
3795,2287037757
3796,178202353
3797,755772626
3798,4749494542
3799,127707347
3800,3921393557
3801,789623586403282948
3802,4574007575
3803,1295926790276501506
3804,277180098
3805,896933232066908164
3806,19711501
3807,737633905
3808,2734585299
3809,166790278
3810,857074214
3811,1174751241295060992
3812,128212977
3813,2457257070
3814,71230414
3815,773193185107578880
3816,75403706
3817,1091711392338591746
3818,1167614312447451136
3819,1185228782002724864
3820,62424707
3821,971791521983934466
3822,1272444224
3823,1368166568
3824,941052092222976001
3825,1311739501203554305
3826,1331261915780231171
3827,1352155764
3828,1523964702
3829,161704780
3830,1356658483425378304
3831,449205126
3832,244122344
3833,786177385
3834,3335831483
3835,1210245759305682944
3836,351541162
3837,52618610
3838,4055725683
3839,166156393
3840,909545719845056512
3841,1253040554025324552
3842,1144810380943863808
3843,178626109
3844,1294387315717148672
3845,4109528079
3846,342837377
3847,153529552
3848,772844088
3849,2817104744
3850,253721720
3851,145048314
3852,4114721981
3853,324597861
3854,1731871213
3855,1303747874900054017
3856,303344035
3857,90511813
3858,1332527415181107201
3859,778191501964742656
3860,1241182031964495872
3861,2948584289
3862,753867384
3863,2585633811
3864,1318558978935324676
3865,1311932191820181504
3866,168712796
3867,1193704700505448448
3868,1273041136886611968
3869,979857101588746240
3870,312349526
3871,1162188740497944576
3872,1883002004
3873,1145109812415467520
3874,999797053
3875,207733151
3876,2771877700
3877,1101984302022213638
3878,572001435
3879,1174474442002616320
3880,1204732612339752961
3881,140158996
3882,2764123654
3883,858816264013217792
3884,1059138691678027776
3885,2329247971
3886,972171487280074754
3887,1340992230509719552
3888,1237580079653359616
3889,2448129888
3890,1282509444933353478
3891,2881172513
3892,753759286359130112
3893,1092537921725444096
3894,925155432620019712
3895,3866393859
3896,369502403
3897,1438864490
3898,1222438705
3899,856343124972642304
3900,752220375879184384
3901,1169806894007050240
3902,1076802955439943680
3903,741648442750083072
3904,1206334525321744386
3905,4509981496
3906,765015657964503040
3907,343097510
3908,150824507
3909,1285408111063379973
3910,851246182567432192
3911,1351577627245555712
3912,171896039
3913,1396045202
3914,1348681585843953664
3915,1236124780698513408
3916,261731710
3917,1967773256
3918,917199391
3919,3661341852
3920,1014906818684997633
3921,1012722144596430848
3922,1262595393742942219
3923,166651810
3924,1633238138
3925,1137072703733686272
3926,896391169734782977
3927,1688689118
3928,1210568927610318848
3929,4870665041
3930,892024975128920064
3931,173884414
3932,420805730
3933,148989732
3934,1383088146
3935,1101175849267744769
3936,551260791
3937,3323107887
3938,2540636528
3939,145443219
3940,1160085925273198592
3941,1395468222
3942,217991891
3943,185356033
3944,1287486915617394688
3945,821917380
3946,29003306
3947,1264318135378882565
3948,1575986989
3949,820050127608053760
3950,4104987515
3951,4072106597
3952,2308830040
3953,1532189172
3954,94802731
3955,4928262735
3956,1231003806642642944
3957,1002971940
3958,1380261422
3959,1106827178359115777
3960,69954153
3961,1051937044790996996
3962,747562146905595905
3963,1335205943081099265
3964,3284286147
3965,834798930
3966,890047994988507136
3967,195564245
3968,2752927197
3969,1223066633901629440
3970,1030786019111698432
3971,1455715195
3972,1041064630418718720
3973,4108190843
3974,1343881308729176064
3975,825507231328251905
3976,66214794
3977,3027381664
3978,3361564191
3979,1345481827
3980,4195055979
3981,186797396
3982,1245091314141667328
3983,1152301001682182147
3984,61504288
3985,1009541114507022337
3986,561380161
3987,136417189
3988,2272158486
3989,1398125642
3990,137856046
3991,1306132299600351232
3992,272230737
3993,120679431
3994,147760722
3995,486097060
3996,2842858179
3997,4265604747
3998,1321126134168363008
3999,958493102116954112
4000,993733866
4001,281193336
4002,200506016
4003,1182839316785053696
4004,1344102650208518150
4005,1303753563961778176
4006,3425773073
4007,3012499515
4008,1300108963292340225
4009,1334201376314974208
4010,1195731199588753408
4011,322299011
4012,169371757
4013,150047702
4014,1714301287
4015,405056865
4016,1224890730
4017,1217615473841491971
4018,2159901194
4019,1328468447995572224
4020,2354847054
4021,1450379785
4022,387850030
4023,444268346
4024,3426836458
4025,847877868013137920
4026,1194380477123178497
4027,601954077
4028,1279257294707077121
4029,195945958
4030,739178839
4031,181824589
4032,3018040899
4033,2869526737
4034,1101163282772185088
4035,1182606511589212162
4036,876946776707792896
4037,926293315720540166
4038,3409600774
4039,35881724
4040,17426050
4041,1170125841432494080
4042,1304244039223574531
4043,3318005451
4044,4606354036
4045,916834441753964544
4046,2590109837
4047,131321045
4048,1283471219774414848
4049,1107812532511821825
4050,1272681878798114816
4051,2548881685
4052,870415006990520321
4053,1066648215649468416
4054,588591338
4055,605557538
4056,1246106169942388740
4057,858335979786174466
4058,3246905751
4059,188376648
4060,1195219489685692416
4061,777849175555837952
4062,4886198793
4063,165771658
4064,844731368479297536
4065,3441877462
4066,71360442
4067,3124614886
4068,4831489919
4069,608744895
4070,3360911009
4071,51375179
4072,1143109946315333632
4073,1239206251147538433
4074,2203887181
4075,2724084295
4076,255501868
4077,846538666705145856
4078,1221859327096631296
4079,4795201692
4080,1308902092665389057
4081,4197507693
4082,1199132159430184960
4083,876348558
4084,1161117647892881408
4085,1341771895532863495
4086,1309117606557876224
4087,997060027147055104
4088,361962151
4089,26687156
4090,199150667
4091,227803561
4092,1090621176
4093,96013509
4094,321787964
4095,702137329
4096,145406721
4097,175052300
4098,382491577
4099,1188636885536694274
4100,173120464
4101,3004201069
4102,29536477
4103,3373174767
4104,1261056212407390209
4105,1274391990835335169
4106,1605065756
4107,733856705554067456
4108,1535283673
4109,168206557
4110,1624161930
4111,1312618476306038785
4112,289538947
4113,162891887
4114,2630375453
4115,1963643875
4116,218986961
4117,3246975568
4118,73814765
4119,1222280711803154433
4120,764895197583052801
4121,145719623
4122,1529066029
4123,996792977233272835
4124,325066981
4125,2344632733
4126,1375817286
4127,127711556
4128,1224047293860589568
4129,518142429
4130,982380752909340673
4131,899700883210072064
4132,845912749
4133,4850393134
4134,1153477850965696514
4135,1207691436675813376
4136,1354261027
4137,137709953
4138,970863977705205762
4139,849349364678111232
4140,3160654060
4141,180455133
4142,1373293266
4143,1232215597
4144,3229150299
4145,1364631612303024132
4146,20022204
4147,1312190175309697024
4148,489460457
4149,1019582139887771648
4150,4006582007
4151,131661087
4152,709222640
4153,285824660
4154,2790297399
4155,1365462969732243466
4156,3697409897
4157,1276941982925979648
4158,1177998958997716993
4159,1329211825620201477
4160,1192525477551980547
4161,1009927360693579778
4162,2809578914
4163,1074119489611018240
4164,1259224597045694469
4165,81394049
4166,932822304500920320
4167,2803167867
4168,1153026140069605377
4169,3414029069
4170,172519574
4171,701952176831258632
4172,1262154609252093956
4173,795090618372554752
4174,2477846165
4175,733010574825664513
4176,981950513515302914
4177,2897842241
4178,278450060
4179,1346242268391473163
4180,2955488205
4181,3241362377
4182,1123386300898455553
4183,344885711
4184,1339776148897734657
4185,2427648510
4186,1268711976198340608
4187,1366365369024315392
4188,1252379481035112448
4189,145370120
4190,178027834
4191,4839863735
4192,3471929663
4193,1149315241743921153
4194,219874297
4195,2838326121
4196,3333786239
4197,140245458
4198,850909151723216898
4199,843246239453974528
4200,2762458443
4201,421363114
4202,227035721
4203,1219795527690260481
4204,100626374
4205,150387444
4206,533768848
4207,1304860378208272384
4208,443298060
4209,1270464255461150725
4210,4830854404
4211,289205970
4212,592940238
4213,127620989
4214,1297579927118794754
4215,161107574
4216,2396240028
4217,310546049
4218,2986027007
4219,390342368
4220,1107840005454606336
4221,2694752649
4222,3000647573
4223,1100439433516589066
4224,1315097711495065601
4225,279578367
4226,1244303638203453440
4227,2835676785
4228,354433102
4229,4642229183
4230,174416954
4231,186531516
4232,2458555376
4233,1245700333596291073
4234,406371490
4235,2706935923
4236,1208324806887780352
4237,1048323262147702784
4238,161803220
4239,148911820
4240,1036038777553276928
4241,1403098693
4242,187773691
4243,451101551
4244,199684074
4245,540240710
4246,1159976847481999362
4247,1395000812
4248,1359615518177718272
4249,1663737253
4250,813086189989269504
4251,1705673964
4252,1549418581
4253,353824507
4254,66747783
4255,905602299174805504
4256,494224176
4257,74858975
4258,1144378313269534721
4259,1029646272
4260,564661890
4261,867181968
4262,3007961829
4263,2580985596
4264,3176771037
4265,1102739238
4266,50762329
4267,1027662109402906627
4268,1352953595621212162
4269,1166475871793930241
4270,3986669476
4271,1213803198244245504
4272,4460744194
4273,451497759
4274,160016315
4275,252682407
4276,941751490397573120
4277,1305568385913303047
4278,145495916
4279,797041590
4280,2812009974
4281,734229041159540736
4282,188483102
4283,943492711616741381
4284,762644227
4285,146523918
4286,756148751912148992
4287,584427012
4288,98704664
4289,603023859
4290,151964625
4291,1120094352716500993
4292,1227009783074639872
4293,121311938
4294,495047473
4295,318409267
4296,180448620
4297,208152963
4298,247344235
4299,1285824378303852544
4300,600270472
4301,1031356423
4302,2575488027
4303,4685715175
4304,237740207
4305,69665145
4306,1147224701707706368
4307,428412787
4308,68466510
4309,719861600254107648
4310,304035288
4311,1118212385087660032
4312,3400787650
4313,2437288435
4314,2916417376
4315,901569674923700224
4316,703421159090593793
4317,1171163530806124554
4318,138567003
4319,291859141
4320,1093516620
4321,530817781
4322,1307840562524041217
4323,1270370179248197637
4324,172843762
4325,202173416
4326,754081923589369856
4327,396875746
4328,137568918
4329,140822111
4330,1147138465773039616
4331,408954283
4332,1196178980254158849
4333,45266868
4334,797061273573818368
4335,443800398
4336,223641204
4337,161461039
4338,635487084
4339,1163966380812722179
4340,703313105909112832
4341,503957627
4342,3404462297
4343,2892728427
4344,818435824920444928
4345,1343163961093533698
4346,10190032
4347,3405910666
4348,1005390991
4349,2602159733
4350,1279022652829696000
4351,1424472438
4352,138178536
4353,818915659
4354,1174073885949603840
4355,4714630516
4356,1189606747482329089
4357,1601181866
4358,2448513940
4359,1085613478193389569
4360,1916429852
4361,1149343142551990273
4362,725153786478649344
4363,1005299081839890439
4364,137905574
4365,989738050488946688
4366,549460364
4367,1228102173868908549
4368,1133563834747244549
4369,851716848
4370,972804775
4371,470810678
4372,1226848137698054144
4373,558902183
4374,1354662249886081031
4375,1305175330030792705
4376,1189542114171981831
4377,601086199
4378,743195218615369728
4379,259313541
4380,1363280866315755521
4381,840769793473073152
4382,186973940
4383,1043938531087982594
4384,1345084905181605890
4385,111449808
4386,897308992577339393
4387,1293782659
4388,2471947050
4389,3416696163
4390,138251078
4391,1188997788996198400
4392,4194216898
4393,1561088226
4394,921857405381734401
4395,2675249912
4396,37265628
4397,1360638030281859079
4398,612696450
4399,132741394
4400,1275243480370106368
4401,2252264887
