Fecha,Site,flow,Device,Loading,Shipping,Payments,Review,Congrats,missing,day_of_week,month,year,Shipping_ratio,Payments_ratio,Review_ratio,Congrats_ratio,TOTAL,input_on_Shipping,missing_on_Shipping,input_on_Payments,missing_on_Payments,input_on_Review,missing_on_Review,input_on_Congrats,missing_on_Congrats,anomaly
2019-03-10 00:00:00+00:00,MLU,direct,Desktop,877,861,760,609,579,False,6,3,2019,0.982,0.883,0.8009999999999999,0.951,0.672,False,False,False,False,False,False,False,False,False
2019-03-10 00:00:00+00:00,MLU,direct,Mobile,1642,1554,1297,951,890,False,6,3,2019,0.946,0.835,0.733,0.9359999999999999,0.573,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,cart,Android,0,9237,6897,5167,4822,False,0,3,2019,0.0,0.747,0.7490000000000001,0.9329999999999999,0.522,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,cart,Desktop,0,7617,6019,5218,5112,False,0,3,2019,0.0,0.79,0.867,0.98,0.6709999999999999,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,cart,Mobile,0,3150,2354,1746,1672,False,0,3,2019,0.0,0.747,0.742,0.958,0.531,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,cart,iOS,0,1749,1315,1042,972,False,0,3,2019,0.0,0.752,0.792,0.9329999999999999,0.556,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,direct,Android,210254,201211,164676,116064,107458,False,0,3,2019,0.9570000000000001,0.818,0.705,0.9259999999999999,0.534,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,direct,Desktop,145780,139156,120546,92781,89083,False,0,3,2019,0.955,0.866,0.77,0.96,0.64,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,direct,Mobile,94089,89404,70635,48070,44424,False,0,3,2019,0.95,0.79,0.6809999999999999,0.924,0.49700000000000005,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLA,direct,iOS,41850,39331,33359,25578,23666,False,0,3,2019,0.94,0.848,0.767,0.925,0.602,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLC,direct,Desktop,20343,20070,17357,14376,13447,False,0,3,2019,0.987,0.865,0.828,0.935,0.67,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLC,direct,Mobile,16361,16231,12473,9567,8449,False,0,3,2019,0.992,0.768,0.767,0.883,0.521,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLU,direct,Desktop,2713,2679,2389,1936,1843,False,0,3,2019,0.987,0.892,0.81,0.9520000000000001,0.688,False,False,False,False,False,False,False,False,False
2019-03-11 00:00:00+00:00,MLU,direct,Mobile,3313,3284,2763,2200,2051,False,0,3,2019,0.991,0.841,0.7959999999999999,0.932,0.625,False,False,False,False,False,False,False,False,True
2019-03-12 00:00:00+00:00,MLA,cart,Android,0,9064,6773,5034,4719,False,1,3,2019,0.0,0.747,0.743,0.937,0.521,False,False,False,False,False,False,False,False,False
